user_id,session_id,label,key_index,inter_key_ms,dwell_ms,is_backspace,is_error
user_000,user_000_s01,0,23,115.0,118.72,0,0
user_000,user_000_s01,0,24,187.79,102.22,0,0
user_000,user_000_s01,0,25,154.79,107.55,0,0
user_000,user_000_s01,0,26,174.34,96.34,0,0
user_000,user_000_s01,0,27,161.6,121.09,0,0
user_000,user_000_s01,0,28,190.3,89.28,0,0
user_000,user_000_s01,0,29,129.29,118.05,0,0
user_000,user_000_s01,0,30,139.95,103.77,0,0
user_000,user_000_s01,0,31,271.86,123.75,0,0
user_000,user_000_s01,0,32,146.54,117.59,0,0
user_000,user_000_s01,0,33,153.53,133.28,0,0
user_000,user_000_s01,0,34,261.14,117.29,0,0
user_000,user_000_s01,0,35,300.32,83.5,0,0
user_000,user_000_s01,0,36,150.79,105.59,0,0
user_000,user_000_s01,0,37,180.25,89.37,0,0
user_000,user_000_s01,0,38,206.29,98.96,0,1
user_000,user_000_s01,0,39,257.17,128.74,0,0
user_000,user_000_s02,1,0,92.62,127.18,0,0
user_000,user_000_s02,1,1,40.0,106.48,0,0
user_000,user_000_s02,1,2,156.34,129.95,1,0
user_000,user_000_s02,1,3,785.37,105.77,0,0
user_000,user_000_s02,1,4,659.58,145.22,0,0
user_000,user_000_s02,1,5,225.78,57.49,0,0
user_000,user_000_s02,1,6,296.44,104.92,0,0
user_000,user_000_s02,1,7,315.35,52.44,0,0
user_000,user_000_s02,1,8,204.62,68.15,1,0
user_000,user_000_s02,1,9,317.4,158.8,0,0
user_000,user_000_s02,1,10,217.41,143.94,0,0
user_000,user_000_s02,1,11,143.73,92.75,0,0
user_000,user_000_s02,1,12,162.99,67.92,0,0
user_000,user_000_s02,1,13,92.75,21.56,0,0
user_000,user_000_s02,1,14,139.7,98.32,0,0
user_000,user_000_s02,1,15,1423.72,192.3,1,0
user_000,user_000_s02,1,16,273.8,129.35,0,0
user_000,user_000_s02,1,17,346.51,97.82,0,0
user_000,user_000_s02,1,18,100.54,130.3,0,0
user_000,user_000_s02,1,19,241.24,66.06,0,0
user_000,user_000_s02,1,20,127.62,106.13,0,0
user_000,user_000_s02,1,21,247.73,118.71,0,0
user_000,user_000_s02,1,22,199.71,112.83,0,0
user_000,user_000_s02,1,23,64.97,140.63,0,0
user_000,user_000_s02,1,24,283.69,126.49,0,0
user_000,user_000_s02,1,25,162.15,136.75,0,0
user_000,user_000_s02,1,26,167.78,93.73,0,0
user_000,user_000_s02,1,27,125.31,144.02,0,1
user_000,user_000_s02,1,28,158.24,167.21,0,0
user_000,user_000_s02,1,29,244.02,84.8,0,0
user_000,user_000_s02,1,30,195.1,87.41,1,0
user_000,user_000_s02,1,31,236.16,157.91,0,0
user_000,user_000_s02,1,32,238.79,109.49,0,0
user_000,user_000_s02,1,33,314.79,160.07,0,0
user_000,user_000_s02,1,34,182.93,101.53,0,0
user_000,user_000_s02,1,35,93.04,161.69,0,1
user_000,user_000_s02,1,36,294.7,119.73,0,0
user_000,user_000_s02,1,37,183.83,123.75,1,0
user_000,user_000_s02,1,38,298.46,165.17,0,0
user_000,user_000_s02,1,39,240.49,104.09,0,0
user_000,user_000_s03,0,0,131.55,117.96,0,1
user_000,user_000_s03,0,1,213.11,128.34,0,0
user_000,user_000_s03,0,2,155.44,99.63,0,0
user_000,user_000_s03,0,3,202.01,100.13,0,0
user_000,user_000_s03,0,4,141.16,110.97,0,0
user_000,user_000_s03,0,5,209.75,102.75,0,0
user_000,user_000_s03,0,6,163.79,120.33,0,0
user_000,user_000_s03,0,7,731.51,73.32,0,0
user_000,user_000_s03,0,8,219.56,94.23,0,0
user_000,user_000_s03,0,9,202.24,94.88,1,0
user_000,user_000_s03,0,10,170.86,72.31,0,0
user_000,user_000_s03,0,11,246.61,92.22,0,0
user_000,user_000_s03,0,12,177.22,92.93,0,0
user_000,user_000_s03,0,13,194.56,103.41,0,0
user_000,user_000_s03,0,14,203.24,122.69,0,1
user_000,user_000_s03,0,15,170.65,102.76,0,1
user_000,user_000_s03,0,16,210.66,91.23,0,0
user_000,user_000_s03,0,17,173.81,105.52,0,0
user_000,user_000_s03,0,18,178.28,121.75,1,0
user_000,user_000_s03,0,19,243.36,92.04,0,0
user_000,user_000_s03,0,20,155.21,93.0,0,0
user_000,user_000_s03,0,21,104.88,114.55,0,0
user_000,user_000_s03,0,22,252.47,103.11,0,0
user_000,user_000_s03,0,23,286.89,115.86,0,0
user_000,user_000_s03,0,24,178.51,106.16,0,0
user_000,user_000_s03,0,25,122.34,116.65,0,0
user_000,user_000_s03,0,26,181.99,91.17,0,0
user_000,user_000_s03,0,27,182.88,106.18,0,0
user_000,user_000_s03,0,28,186.41,103.27,0,0
user_000,user_000_s03,0,29,152.54,88.52,0,1
user_000,user_000_s03,0,30,214.64,83.42,0,0
user_000,user_000_s03,0,31,212.62,116.42,0,0
user_000,user_000_s03,0,32,138.56,101.21,0,0
user_000,user_000_s03,0,33,219.03,91.36,0,0
user_000,user_000_s03,0,34,268.67,104.95,0,0
user_000,user_000_s03,0,35,199.69,122.91,0,0
user_000,user_000_s03,0,36,181.01,72.9,0,0
user_000,user_000_s03,0,37,188.17,84.4,0,0
user_000,user_000_s03,0,38,215.95,92.82,1,0
user_000,user_000_s03,0,39,129.9,127.8,0,0
user_000,user_000_s04,1,0,225.55,128.32,0,0
user_000,user_000_s04,1,1,270.57,174.02,0,0
user_000,user_000_s04,1,2,235.38,116.09,0,0
user_000,user_000_s04,1,3,203.83,109.83,0,0
user_000,user_000_s04,1,4,273.57,154.87,1,0
user_000,user_000_s04,1,5,210.04,87.23,0,0
user_000,user_000_s04,1,6,199.62,151.87,0,0
user_000,user_000_s04,1,7,775.46,142.23,0,0
user_000,user_000_s04,1,8,218.6,133.84,0,0
user_000,user_000_s04,1,9,272.83,192.11,0,0
user_000,user_000_s04,1,10,275.27,117.9,0,0
user_000,user_000_s04,1,11,156.7,207.96,0,1
user_000,user_000_s04,1,12,211.95,131.22,0,0
user_000,user_000_s04,1,13,1618.82,95.91,0,0
user_000,user_000_s04,1,14,154.8,141.13,0,0
user_000,user_000_s04,1,15,74.67,102.65,0,0
user_000,user_000_s04,1,16,96.06,113.55,0,0
user_000,user_000_s04,1,17,254.78,152.12,0,0
user_000,user_000_s04,1,18,254.94,157.44,0,0
user_000,user_000_s04,1,19,242.47,117.9,0,0
user_000,user_000_s04,1,20,354.26,171.94,1,0
user_000,user_000_s04,1,21,40.0,177.65,0,0
user_000,user_000_s04,1,22,1302.33,187.01,0,0
user_000,user_000_s04,1,23,383.4,156.56,0,0
user_000,user_000_s04,1,24,157.68,184.56,0,0
user_000,user_000_s04,1,25,220.46,75.64,0,0
user_000,user_000_s04,1,26,189.14,128.11,0,0
user_000,user_000_s04,1,27,1119.63,109.68,0,0
user_000,user_000_s04,1,28,224.95,142.79,0,0
user_000,user_000_s04,1,29,372.16,119.6,0,0
user_000,user_000_s04,1,30,406.57,133.21,1,0
user_000,user_000_s04,1,31,224.14,201.98,0,0
user_000,user_000_s04,1,32,412.25,133.09,0,0
user_000,user_000_s04,1,33,255.33,152.68,1,0
user_000,user_000_s04,1,34,399.54,130.99,0,0
user_000,user_000_s04,1,35,244.51,141.33,0,0
user_000,user_000_s04,1,36,828.65,138.99,0,0
user_000,user_000_s04,1,37,936.27,153.84,0,1
user_000,user_000_s04,1,38,519.17,177.91,0,0
user_000,user_000_s04,1,39,323.8,194.1,0,0
user_000,user_000_s05,1,0,159.55,174.32,0,0
user_000,user_000_s05,1,1,161.49,170.71,0,0
user_000,user_000_s05,1,2,248.19,154.03,0,0
user_000,user_000_s05,1,3,221.85,153.52,0,0
user_000,user_000_s05,1,4,216.76,150.98,0,1
user_000,user_000_s05,1,5,294.04,98.73,0,1
user_000,user_000_s05,1,6,271.43,156.83,0,0
user_000,user_000_s05,1,7,269.51,90.37,1,0
user_000,user_000_s05,1,8,277.08,108.51,0,0
user_000,user_000_s05,1,9,293.75,176.31,0,0
user_000,user_000_s05,1,10,73.68,161.34,0,0
user_000,user_000_s05,1,11,1606.58,182.25,0,0
user_000,user_000_s05,1,12,67.85,125.41,0,0
user_000,user_000_s05,1,13,246.89,96.95,0,0
user_000,user_000_s05,1,14,243.6,126.42,0,1
user_000,user_000_s05,1,15,1727.86,137.48,0,0
user_000,user_000_s05,1,16,339.92,136.74,0,0
user_000,user_000_s05,1,17,1176.82,170.82,0,0
user_000,user_000_s05,1,18,203.55,122.51,0,0
user_000,user_000_s05,1,19,283.17,145.56,0,0
user_000,user_000_s05,1,20,201.33,102.24,0,0
user_000,user_000_s05,1,21,243.86,148.74,0,0
user_000,user_000_s05,1,22,323.64,134.29,0,0
user_000,user_000_s05,1,23,198.92,109.96,0,0
user_000,user_000_s05,1,24,309.06,126.57,0,0
user_000,user_000_s05,1,25,298.7,128.24,0,0
user_000,user_000_s05,1,26,662.04,125.46,0,0
user_000,user_000_s05,1,27,1450.5,191.43,0,0
user_000,user_000_s05,1,28,300.41,131.01,0,1
user_000,user_000_s05,1,29,252.21,126.31,1,0
user_000,user_000_s05,1,30,182.39,66.41,1,0
user_000,user_000_s05,1,31,174.56,105.29,0,0
user_000,user_000_s05,1,32,1577.2,125.69,0,0
user_000,user_000_s05,1,33,287.81,112.02,0,0
user_000,user_000_s05,1,34,166.77,178.84,0,0
user_000,user_000_s05,1,35,279.32,128.86,0,0
user_000,user_000_s05,1,36,143.66,175.82,0,0
user_000,user_000_s05,1,37,227.49,136.18,0,0
user_000,user_000_s05,1,38,252.83,135.39,0,0
user_000,user_000_s05,1,39,441.51,131.32,0,0
user_000,user_000_s06,0,0,200.04,121.98,0,0
user_000,user_000_s06,0,1,249.01,107.24,0,0
user_000,user_000_s06,0,2,216.75,74.52,0,0
user_000,user_000_s06,0,3,230.38,96.3,0,0
user_000,user_000_s06,0,4,168.63,129.01,0,0
user_000,user_000_s06,0,5,220.89,70.16,0,0
user_000,user_000_s06,0,6,228.4,105.82,0,0
user_000,user_000_s06,0,7,180.52,93.61,0,0
user_000,user_000_s06,0,8,222.2,122.72,0,0
user_000,user_000_s06,0,9,222.44,101.01,0,0
user_000,user_000_s06,0,10,181.51,116.85,0,0
user_000,user_000_s06,0,11,160.49,119.22,0,0
user_000,user_000_s06,0,12,158.24,137.86,0,0
user_000,user_000_s06,0,13,204.84,107.94,0,0
user_000,user_000_s06,0,14,213.67,116.44,0,0
user_000,user_000_s06,0,15,1450.75,89.13,0,0
user_000,user_000_s06,0,16,977.11,128.39,0,0
user_000,user_000_s06,0,17,222.6,99.76,0,0
user_000,user_000_s06,0,18,224.35,102.69,0,0
user_000,user_000_s06,0,19,759.7,110.59,0,0
user_000,user_000_s06,0,20,248.51,87.99,0,0
user_000,user_000_s06,0,21,164.94,114.28,0,0
user_000,user_000_s06,0,22,263.43,125.11,0,0
user_000,user_000_s06,0,23,182.2,115.22,0,0
user_000,user_000_s06,0,24,1450.96,87.61,0,0
user_000,user_000_s06,0,25,204.17,109.1,0,0
user_000,user_000_s06,0,26,186.55,121.81,0,0
user_000,user_000_s06,0,27,135.37,83.37,0,0
user_000,user_000_s06,0,28,195.38,95.15,0,0
user_000,user_000_s06,0,29,144.47,123.78,0,0
user_000,user_000_s06,0,30,237.15,114.88,0,0
user_000,user_000_s06,0,31,257.31,116.96,0,0
user_000,user_000_s06,0,32,172.44,138.2,0,0
user_000,user_000_s06,0,33,212.75,117.79,0,0
user_000,user_000_s06,0,34,175.06,120.57,0,0
user_000,user_000_s06,0,35,178.62,150.69,0,0
user_000,user_000_s06,0,36,230.08,107.78,0,0
user_000,user_000_s06,0,37,200.26,99.21,0,0
user_000,user_000_s06,0,38,265.48,117.2,0,0
user_000,user_000_s06,0,39,183.98,117.36,0,0
user_000,user_000_s07,0,0,244.23,110.91,0,0
user_000,user_000_s07,0,1,199.49,102.95,0,0
user_000,user_000_s07,0,2,159.4,113.38,0,0
user_000,user_000_s07,0,3,223.07,75.14,0,0
user_000,user_000_s07,0,4,226.62,105.43,0,0
user_000,user_000_s07,0,5,216.85,135.37,0,0
user_000,user_000_s07,0,6,220.18,108.0,0,0
user_000,user_000_s07,0,7,182.9,107.06,0,0
user_000,user_000_s07,0,8,158.76,114.1,0,0
user_000,user_000_s07,0,9,160.99,119.2,0,0
user_000,user_000_s07,0,10,132.85,76.75,0,0
user_000,user_000_s07,0,11,201.53,81.38,0,0
user_000,user_000_s07,0,12,189.77,109.14,0,0
user_000,user_000_s07,0,13,176.7,95.57,0,0
user_000,user_000_s07,0,14,84.42,125.31,0,0
user_000,user_000_s07,0,15,147.08,101.43,0,0
user_000,user_000_s07,0,16,233.95,77.68,0,0
user_000,user_000_s07,0,17,168.46,87.45,0,0
user_000,user_000_s07,0,18,206.06,65.72,0,0
user_000,user_000_s07,0,19,141.82,102.62,0,0
user_000,user_000_s07,0,20,245.61,103.3,0,0
user_000,user_000_s07,0,21,187.55,99.83,0,0
user_000,user_000_s07,0,22,203.47,121.89,0,0
user_000,user_000_s07,0,23,278.14,123.64,0,0
user_000,user_000_s07,0,24,248.46,103.56,0,0
user_000,user_000_s07,0,25,181.59,74.74,0,0
user_000,user_000_s07,0,26,171.08,115.12,0,0
user_000,user_000_s07,0,27,180.89,114.21,0,0
user_000,user_000_s07,0,28,211.54,110.6,0,0
user_000,user_000_s07,0,29,188.98,120.46,0,0
user_000,user_000_s07,0,30,178.34,88.97,0,0
user_000,user_000_s07,0,31,246.65,135.53,0,0
user_000,user_000_s07,0,32,188.65,91.98,0,0
user_000,user_000_s07,0,33,277.18,117.05,1,0
user_000,user_000_s07,0,34,196.16,81.3,0,0
user_000,user_000_s07,0,35,258.32,92.41,0,0
user_000,user_000_s07,0,36,205.94,128.31,0,0
user_000,user_000_s07,0,37,228.16,102.23,0,0
user_000,user_000_s07,0,38,166.26,118.38,0,0
user_000,user_000_s07,0,39,161.52,109.54,0,0
user_000,user_000_s08,0,0,207.32,138.06,0,0
user_000,user_000_s08,0,1,241.78,103.49,0,0
user_000,user_000_s08,0,2,114.27,113.95,0,0
user_000,user_000_s08,0,3,258.6,125.18,0,0
user_000,user_000_s08,0,4,214.02,107.74,0,0
user_000,user_000_s08,0,5,239.79,101.62,0,0
user_000,user_000_s08,0,6,155.51,76.75,0,0
user_000,user_000_s08,0,7,169.79,119.55,0,0
user_000,user_000_s08,0,8,205.61,108.48,0,1
user_000,user_000_s08,0,9,199.63,95.28,0,0
user_000,user_000_s08,0,10,210.64,112.0,0,0
user_000,user_000_s08,0,11,240.04,101.58,0,0
user_000,user_000_s08,0,12,135.51,102.39,0,0
user_000,user_000_s08,0,13,235.98,119.04,0,0
user_000,user_000_s08,0,14,200.56,90.51,0,0
user_000,user_000_s08,0,15,1228.34,125.51,0,0
user_000,user_000_s08,0,16,146.3,89.64,0,0
user_000,user_000_s08,0,17,218.71,100.42,0,0
user_000,user_000_s08,0,18,111.71,138.36,0,0
user_000,user_000_s08,0,19,224.04,126.68,0,0
user_000,user_000_s08,0,20,145.53,111.57,0,0
user_000,user_000_s08,0,21,202.22,96.34,0,0
user_000,user_000_s08,0,22,195.89,102.38,0,0
user_000,user_000_s08,0,23,1387.15,111.22,0,0
user_000,user_000_s08,0,24,193.71,110.69,0,0
user_000,user_000_s08,0,25,174.8,108.81,0,0
user_000,user_000_s08,0,26,181.68,109.69,0,0
user_000,user_000_s08,0,27,246.95,107.0,0,0
user_000,user_000_s08,0,28,219.93,88.99,0,0
user_000,user_000_s08,0,29,186.11,102.56,0,0
user_000,user_000_s08,0,30,191.59,123.56,0,0
user_000,user_000_s08,0,31,142.77,90.07,0,0
user_000,user_000_s08,0,32,214.51,107.36,0,0
user_000,user_000_s08,0,33,135.71,98.11,0,0
user_000,user_000_s08,0,34,227.83,111.78,0,0
user_000,user_000_s08,0,35,204.98,104.44,0,0
user_000,user_000_s08,0,36,287.81,131.82,0,0
user_000,user_000_s08,0,37,1091.52,117.57,0,0
user_000,user_000_s08,0,38,196.49,90.9,0,0
user_000,user_000_s08,0,39,266.22,119.99,0,0
user_000,user_000_s09,0,0,162.97,109.54,0,0
user_000,user_000_s09,0,1,1544.91,100.49,0,0
user_000,user_000_s09,0,2,226.8,113.77,0,0
user_000,user_000_s09,0,3,252.41,95.93,0,0
user_000,user_000_s09,0,4,163.1,114.86,0,0
user_000,user_000_s09,0,5,186.93,115.48,0,1
user_000,user_000_s09,0,6,222.65,64.58,0,0
user_000,user_000_s09,0,7,197.34,124.84,0,0
user_000,user_000_s09,0,8,154.25,62.67,0,0
user_000,user_000_s09,0,9,210.45,98.34,0,0
user_000,user_000_s09,0,10,216.46,122.42,0,0
user_000,user_000_s09,0,11,198.46,102.73,0,0
user_000,user_000_s09,0,12,203.29,85.87,0,0
user_000,user_000_s09,0,13,185.75,91.33,0,0
user_000,user_000_s09,0,14,249.46,122.45,0,0
user_000,user_000_s09,0,15,162.2,79.19,0,0
user_000,user_000_s09,0,16,173.69,123.95,0,0
user_000,user_000_s09,0,17,195.64,106.57,0,0
user_000,user_000_s09,0,18,227.48,89.89,0,0
user_000,user_000_s09,0,19,1492.24,98.82,0,1
user_000,user_000_s09,0,20,147.18,92.46,0,0
user_000,user_000_s09,0,21,120.49,120.09,0,0
user_000,user_000_s09,0,22,196.44,118.13,0,0
user_000,user_000_s09,0,23,154.22,82.16,0,0
user_000,user_000_s09,0,24,181.13,101.46,0,0
user_000,user_000_s09,0,25,219.5,94.72,0,0
user_000,user_000_s09,0,26,171.71,126.36,0,0
user_000,user_000_s09,0,27,203.72,87.57,0,0
user_000,user_000_s09,0,28,184.26,130.92,0,0
user_000,user_000_s09,0,29,219.89,106.89,0,0
user_000,user_000_s09,0,30,212.66,90.33,1,0
user_000,user_000_s09,0,31,169.86,97.44,0,0
user_000,user_000_s09,0,32,189.05,95.62,0,0
user_000,user_000_s09,0,33,233.52,88.68,0,0
user_000,user_000_s09,0,34,209.67,108.77,0,0
user_000,user_000_s09,0,35,144.0,89.36,0,0
user_000,user_000_s09,0,36,219.29,75.39,0,0
user_000,user_000_s09,0,37,155.45,101.81,0,0
user_000,user_000_s09,0,38,247.05,80.93,1,0
user_000,user_000_s09,0,39,644.85,96.34,0,0
user_000,user_000_s10,0,0,1101.46,114.25,0,0
user_000,user_000_s10,0,1,202.02,120.34,0,0
user_000,user_000_s10,0,2,176.95,109.88,0,0
user_000,user_000_s10,0,3,1499.33,114.15,0,0
user_000,user_000_s10,0,4,176.39,103.16,0,0
user_000,user_000_s10,0,5,218.68,107.89,0,0
user_000,user_000_s10,0,6,179.93,108.55,0,0
user_000,user_000_s10,0,7,696.54,110.12,0,0
user_000,user_000_s10,0,8,221.51,118.3,0,0
user_000,user_000_s10,0,9,177.52,115.11,0,0
user_000,user_000_s10,0,10,231.04,107.62,0,0
user_000,user_000_s10,0,11,158.04,95.1,0,0
user_000,user_000_s10,0,12,205.29,107.96,0,0
user_000,user_000_s10,0,13,228.33,106.56,0,0
user_000,user_000_s10,0,14,218.7,109.8,0,0
user_000,user_000_s10,0,15,940.71,139.34,0,0
user_000,user_000_s10,0,16,166.48,99.28,0,0
user_000,user_000_s10,0,17,143.9,113.16,0,0
user_000,user_000_s10,0,18,158.01,122.64,0,0
user_000,user_000_s10,0,19,218.71,108.41,0,0
user_000,user_000_s10,0,20,212.75,141.27,0,0
user_000,user_000_s10,0,21,198.24,101.42,0,0
user_000,user_000_s10,0,22,153.3,111.72,0,0
user_000,user_000_s10,0,23,222.62,95.25,0,0
user_000,user_000_s10,0,24,149.56,101.81,0,0
user_000,user_000_s10,0,25,237.0,110.62,0,0
user_000,user_000_s10,0,26,299.3,119.38,0,0
user_000,user_000_s10,0,27,207.93,111.65,0,0
user_000,user_000_s10,0,28,215.87,125.44,0,0
user_000,user_000_s10,0,29,176.41,105.57,0,0
user_000,user_000_s10,0,30,128.09,102.09,0,0
user_000,user_000_s10,0,31,172.38,146.64,0,0
user_000,user_000_s10,0,32,154.4,112.75,0,0
user_000,user_000_s10,0,33,141.41,96.41,0,0
user_000,user_000_s10,0,34,257.66,96.78,0,0
user_000,user_000_s10,0,35,204.49,93.14,0,0
user_000,user_000_s10,0,36,208.41,120.71,0,0
user_000,user_000_s10,0,37,997.33,101.62,0,0
user_000,user_000_s10,0,38,188.15,108.84,0,0
user_000,user_000_s10,0,39,229.87,106.04,0,0
user_000,user_000_s11,0,0,1440.26,125.55,0,0
user_000,user_000_s11,0,1,152.24,106.29,0,0
user_000,user_000_s11,0,2,144.56,112.75,0,0
user_000,user_000_s11,0,3,249.82,110.84,0,0
user_000,user_000_s11,0,4,157.89,101.24,0,0
user_000,user_000_s11,0,5,153.47,111.41,0,0
user_000,user_000_s11,0,6,190.33,138.25,0,0
user_000,user_000_s11,0,7,188.46,101.5,0,0
user_000,user_000_s11,0,8,158.66,111.62,0,0
user_000,user_000_s11,0,9,180.58,123.92,0,0
user_000,user_000_s11,0,10,236.86,122.2,0,0
user_000,user_000_s11,0,11,162.2,105.64,0,0
user_000,user_000_s11,0,12,140.64,70.5,0,0
user_000,user_000_s11,0,13,226.34,113.05,0,0
user_000,user_000_s11,0,14,209.82,72.91,0,0
user_000,user_000_s11,0,15,169.0,127.04,0,0
user_000,user_000_s11,0,16,133.73,107.96,0,0
user_000,user_000_s11,0,17,164.45,120.14,0,0
user_000,user_000_s11,0,18,189.76,92.23,0,0
user_000,user_000_s11,0,19,234.52,82.69,0,0
user_000,user_000_s11,0,20,153.74,109.3,0,0
user_000,user_000_s11,0,21,188.66,104.98,0,0
user_000,user_000_s11,0,22,216.53,98.26,0,0
user_000,user_000_s11,0,23,104.42,106.71,0,0
user_000,user_000_s11,0,24,229.68,146.07,0,0
user_000,user_000_s11,0,25,148.39,117.71,0,0
user_000,user_000_s11,0,26,203.94,120.87,0,0
user_000,user_000_s11,0,27,200.81,117.85,0,0
user_000,user_000_s11,0,28,231.55,127.18,0,0
user_000,user_000_s11,0,29,663.72,102.68,0,0
user_000,user_000_s11,0,30,104.56,75.32,0,0
user_000,user_000_s11,0,31,162.98,102.7,0,0
user_000,user_000_s11,0,32,196.83,117.38,0,0
user_000,user_000_s11,0,33,184.61,91.24,0,0
user_000,user_000_s11,0,34,209.28,102.88,0,0
user_000,user_000_s11,0,35,220.72,95.32,0,0
user_000,user_000_s11,0,36,214.08,127.51,0,0
user_000,user_000_s11,0,37,183.9,116.47,0,0
user_000,user_000_s11,0,38,124.04,115.03,0,0
user_000,user_000_s11,0,39,175.06,114.59,0,0
user_000,user_000_s12,1,0,152.18,124.77,0,0
user_000,user_000_s12,1,1,227.7,105.63,0,0
user_000,user_000_s12,1,2,204.45,121.73,0,0
user_000,user_000_s12,1,3,156.25,160.14,0,0
user_000,user_000_s12,1,4,154.56,136.4,0,0
user_000,user_000_s12,1,5,239.42,75.31,0,0
user_000,user_000_s12,1,6,287.87,115.63,0,0
user_000,user_000_s12,1,7,653.3,169.47,0,0
user_000,user_000_s12,1,8,225.52,115.67,0,0
user_000,user_000_s12,1,9,259.27,72.91,0,0
user_000,user_000_s12,1,10,155.33,172.45,0,0
user_000,user_000_s12,1,11,270.63,139.83,0,0
user_000,user_000_s12,1,12,775.95,119.55,0,0
user_000,user_000_s12,1,13,396.21,111.43,0,0
user_000,user_000_s12,1,14,195.45,150.6,0,1
user_000,user_000_s12,1,15,189.93,106.83,0,0
user_000,user_000_s12,1,16,272.6,152.38,0,0
user_000,user_000_s12,1,17,275.98,136.05,1,0
user_000,user_000_s12,1,18,184.74,128.03,0,0
user_000,user_000_s12,1,19,193.63,125.36,0,0
user_000,user_000_s12,1,20,257.25,116.72,0,0
user_000,user_000_s12,1,21,165.03,149.62,0,0
user_000,user_000_s12,1,22,193.13,98.11,0,0
user_000,user_000_s12,1,23,226.83,77.72,0,0
user_000,user_000_s12,1,24,287.89,137.99,0,0
user_000,user_000_s12,1,25,180.06,138.45,0,0
user_000,user_000_s12,1,26,96.66,134.38,0,0
user_000,user_000_s12,1,27,91.66,132.42,0,0
user_000,user_000_s12,1,28,135.94,112.8,0,0
user_000,user_000_s12,1,29,132.32,142.66,0,0
user_000,user_000_s12,1,30,1265.37,120.21,0,0
user_000,user_000_s12,1,31,140.69,108.31,0,0
user_000,user_000_s12,1,32,173.44,113.03,0,0
user_000,user_000_s12,1,33,1564.19,175.89,0,0
